KOR,MATH,GRADE 
74,68,A
55,63,B
87,46,B
51,70,B
62,96,A
87,37,B
69,44,B
51,51,B
24,100,B
62,89,A
31,56,B
87,55,A
52,28,B
57,64,B
63,33,B
22,70,B
83,58,A
25,68,B
17,77,B
66,76,A
90,67,A
73,83,A
84,24,B
30,11,C
15,58,C
76,30,B
51,63,B
38,78,B
71,99,A
49,94,A
73,22,B
38,98,B
35,79,B
96,85,A
11,100,B
57,31,B
93,72,A
12,75,B
96,89,A
52,99,A
66,87,A
30,74,B
45,28,C
75,73,A
75,26,B
85,54,B
43,60,B
71,77,A
57,92,A
30,71,B
13,38,C
84,65,A
11,71,B
38,29,C
32,83,B
16,58,C
27,37,C
81,57,B
18,95,B
78,71,A
42,16,C
11,59,C
37,20,C
13,35,C
35,91,B
62,90,A
34,92,B
48,83,B
100,49,A
46,68,B
13,33,C
91,37,B
70,66,B
35,59,B
86,56,A
87,91,A
77,35,B
55,43,B
47,21,C
77,93,A
49,57,B
13,73,B
87,41,B
18,60,C
75,58,B
87,47,B
25,10,C
33,17,C
66,11,C
75,86,A
98,78,A
20,27,C
60,43,B
32,32,C
27,56,B
72,60,B
76,94,A
74,14,B
86,76,A
67,49,B
22,44,C
52,39,B
42,59,B
74,43,B
100,60,A
40,15,C
38,17,C
40,11,C
27,41,C
53,46,B
22,26,C
10,61,C
83,20,B
22,19,C
65,54,B
94,47,A
28,14,C
25,92,B
20,43,C
18,99,B
72,39,B
88,96,A
54,41,B
80,49,B
46,97,A
60,77,B
37,59,B
44,14,C
93,59,A
81,31,B
87,39,B
31,68,B
57,50,B
32,32,C
99,28,B
32,84,B
83,100,A
14,40,C
72,100,A
36,54,B
61,82,A
39,91,B
33,35,C
72,23,B
85,94,A
95,44,B
48,34,B
67,14,B
55,35,B
66,93,A
54,15,C
28,100,B
31,87,B
96,58,A
68,62,B
78,91,A
48,53,B
10,64,C
84,10,B
21,49,C
85,78,A
85,95,A
46,70,B
69,25,B
33,28,C
61,63,B
60,47,B
32,74,B
87,19,B
24,13,C
89,36,B
22,85,B
57,73,B
63,86,A
28,94,B
78,70,A
74,23,B
35,85,B
51,31,B
21,94,B
52,45,B
64,70,B
68,12,B
52,79,B
91,26,B
16,34,C
27,41,C
98,51,A
25,40,C
63,66,B
86,41,B
38,42,B
95,71,A
95,13,B
90,49,B
68,30,B
18,78,B
88,49,B
20,11,C
58,84,A
69,49,B
79,19,B
51,53,B
83,30,B
34,69,B
22,58,B
86,24,B
65,21,B
61,77,B
22,71,B
47,57,B
87,12,B
15,65,B
90,44,B
91,31,B
25,15,C
12,87,B
31,68,B
49,78,B
38,32,C
88,92,A
88,34,B
77,47,B
77,41,B
19,87,B
67,10,C
71,68,B
90,62,A
38,94,B
77,74,A
72,18,B
29,83,B
58,97,A
74,52,B
21,25,C
37,73,B
41,75,B
25,22,C
84,61,A
39,67,B
77,18,B
41,37,C
85,15,B
26,35,C
49,90,B
45,35,B
27,23,C
69,97,A
75,55,B
62,70,B
91,14,B
24,19,C
32,54,B
12,35,C
49,93,A
99,79,A
98,56,A
65,33,B
86,48,B
39,88,B
75,24,B
51,40,B
24,35,C
32,69,B
67,45,B
77,81,A
82,12,B
11,87,B
21,88,B
98,81,A
70,82,A
69,54,B
23,27,C
92,76,A
46,59,B
43,78,B
41,34,C
88,44,B
72,96,A
27,34,C
49,27,C
25,42,C
30,85,B
87,74,A
72,24,B
81,57,B
46,98,A
39,22,C
95,87,A
45,28,C
95,60,A
50,15,C
15,37,C
60,82,A
32,94,B
48,22,C
14,91,B
40,89,B
48,18,C
11,17,C
97,94,A
35,28,C
61,25,B
82,67,A
65,59,B
47,86,B
31,59,B
20,80,B
97,33,B
35,31,C
51,29,B
75,53,B
52,80,B
61,67,B
21,18,C
67,45,B
33,25,C
33,19,C
81,96,A
68,80,A
78,10,B
78,41,B
33,33,C
35,49,B
72,75,A
59,65,B
10,46,C
89,15,B
58,11,C
38,98,B
43,67,B
65,49,B
66,58,B
87,27,B
47,72,B
45,76,B
43,53,B
51,64,B
79,22,B
28,69,B
51,96,A
97,12,B
20,74,B
22,43,C
13,19,C
90,23,B
97,74,A
49,12,C
76,18,B
51,18,C
56,93,A
53,82,B
90,89,A
89,26,B
78,89,A
39,56,B
39,56,B
19,40,C
30,24,C
32,54,B
77,27,B
68,98,A
15,39,C
24,83,B
78,84,A
14,64,C
73,18,B
37,69,B
100,100,A
50,49,B
47,77,B
77,53,B
27,88,B
59,17,C
64,59,B
67,27,B
17,20,C
55,65,B
90,100,A
20,53,C
39,84,B
46,32,C
62,55,B
20,15,C
13,90,B
60,38,B
42,97,B
54,97,A
86,95,A
82,57,B
15,42,C
93,75,A
36,73,B
58,10,C
78,54,B
23,33,C
95,49,A
13,50,C
78,65,A
12,56,C
52,36,B
55,55,B
72,81,A
23,94,B
11,52,C
80,57,B
87,64,A
81,47,B
75,95,A
47,15,C
88,56,A
90,68,A
94,77,A
14,24,C
99,65,A
52,54,B
81,73,A
72,58,B
63,78,A
77,14,B
59,15,C
62,81,A
27,71,B
76,31,B
40,94,B
35,52,B
60,39,B
87,16,B
21,14,C
54,99,A
82,10,B
90,73,A
63,79,A
57,78,B
81,68,A
71,55,B
53,21,C
44,23,C
93,11,B
32,25,C
85,77,A
82,94,A
24,15,C
62,59,B
64,79,A
63,20,B
85,34,B
14,35,C
47,37,B
58,100,A
44,82,B
42,22,C
56,82,B
75,93,A
50,51,B
25,100,B
47,37,B
58,90,A
64,17,B
78,37,B
90,84,A
71,63,B
94,31,B
55,60,B
50,79,B
73,48,B
84,94,A
51,73,B
30,85,B
64,36,B
74,64,B
46,53,B
61,83,A
57,76,B
100,24,B
91,86,A
63,26,B
42,31,C
30,99,B
22,29,C
35,97,B
100,50,A
28,57,B
28,88,B
80,42,B
14,55,C
78,84,A
45,49,B
82,41,B
54,48,B
61,80,A
50,29,C
41,95,B
48,61,B
82,93,A
70,22,B
60,37,B
42,39,B
26,32,C
42,78,B
67,50,B
28,18,C
46,47,B
91,22,B
49,59,B
32,72,B
61,12,C
63,26,B
79,63,A
85,42,B
61,68,B
60,82,A
70,31,B
59,59,B
60,69,B
38,21,C
17,18,C
61,12,C
20,13,C
25,35,C
19,27,C
71,51,B
42,10,C
49,98,A
36,47,B
89,82,A
13,85,B
12,29,C
58,28,B
98,39,B
32,18,C
25,31,C
39,25,C
74,30,B
56,19,C
96,80,A
77,45,B
51,73,B
37,61,B
49,28,C
18,25,C
60,54,B
65,55,B
70,39,B
60,100,A
21,32,C
67,29,B
83,24,B
52,89,A
87,24,B
49,48,B
46,24,C
35,88,B
79,31,B
14,100,B
88,18,B
92,52,A
66,88,A
69,38,B
22,44,C
32,55,B
98,60,A
46,14,C
51,88,B
76,84,A
97,64,A
11,36,C
35,41,C
66,63,B
62,95,A
14,17,C
24,90,B
79,50,B
21,99,B
82,100,A
52,73,B
20,81,B
52,44,B
51,29,B
84,37,B
30,93,B
37,99,B
89,86,A
56,67,B
62,95,A
63,49,B
90,11,B
75,67,A
54,67,B
13,67,B
89,39,B
54,96,A
94,26,B
64,97,A
63,16,C
45,49,B
68,84,A
34,36,C
100,64,A
45,89,B
86,64,A
40,49,B
43,11,C
63,29,B
15,75,B
54,15,C
57,33,B
58,66,B
84,29,B
69,96,A
11,12,C
25,52,C
42,67,B
59,34,B
74,50,B
71,72,A
22,54,C
47,82,B
73,27,B
23,76,B
19,39,C
89,48,B
61,23,B
93,100,A
23,65,B
26,15,C
27,95,B
67,97,A
18,44,C
41,66,B
55,11,C
15,79,B
31,53,B
47,90,B
25,71,B
30,70,B
100,59,A
96,51,A
40,27,C
51,58,B
59,91,A
21,75,B
69,54,B
21,86,B
22,65,B
56,83,B
72,79,A
13,16,C
23,74,B
79,45,B
30,16,C
11,19,C
16,52,C
17,75,B
58,32,B
71,53,B
91,45,B
71,19,B
88,84,A
63,27,B
53,20,C
48,27,C
18,74,B
30,100,B
84,40,B
47,46,B
71,83,A
100,38,B
69,97,A
86,47,B
41,65,B
95,75,A
91,65,A
60,82,A
57,12,C
19,70,B
33,85,B
91,68,A
97,40,B
67,80,A
62,22,B
90,23,B
59,16,C
88,32,B
63,59,B
21,67,B
17,49,C
42,15,C
79,71,A
34,29,C
20,59,C
32,15,C
66,22,B
29,15,C
22,23,C
66,20,B
60,29,B
57,82,B
74,35,B
91,65,A
29,35,C
87,26,B
35,28,C
48,54,B
19,36,C
56,59,B
90,45,B
49,64,B
75,81,A
67,13,B
87,10,B
73,42,B
16,65,B
38,39,C
62,93,A
21,84,B
55,83,B
45,44,B
72,56,B
55,59,B
67,17,B
63,61,B
70,93,A
81,91,A
13,76,B
97,33,B
80,33,B
99,13,B
18,94,B
23,77,B
82,82,A
30,89,B
59,23,B
21,26,C
48,64,B
71,10,B
67,19,B
59,68,B
70,81,A
29,10,C
96,71,A
53,26,C
68,15,B
89,43,B
77,10,B
72,83,A
14,91,B
17,62,C
95,40,B
84,70,A
56,77,B
44,81,B
88,50,B
62,66,B
37,86,B
51,40,B
52,83,B
41,58,B
23,77,B
53,64,B
32,32,C
90,19,B
66,42,B
21,70,B
81,50,B
48,52,B
78,28,B
31,52,B
58,12,C
99,55,A
87,64,A
84,46,B
28,81,B
78,54,B
19,44,C
79,76,A
37,75,B
45,49,B
47,58,B
71,14,B
76,78,A
96,50,A
53,70,B
53,23,C
11,94,B
80,55,B
43,60,B
97,43,A
67,73,A
47,39,B
97,43,A
40,77,B
97,47,A
86,87,A
32,98,B
24,86,B
14,67,B
99,19,B
82,49,B
12,21,C
60,43,B
20,38,C
18,14,C
100,21,B
94,93,A
59,80,B
23,79,B
60,79,B
42,80,B
79,85,A
97,16,B
32,18,C
40,17,C
100,23,B
81,55,B
47,65,B
48,11,C
67,13,B
36,47,B
25,20,C
91,57,A
47,86,B
42,14,C
21,73,B
75,49,B
39,30,C
34,75,B
61,31,B
59,92,A
63,87,A
51,98,A
34,16,C
16,40,C
44,76,B
22,44,C
30,22,C
58,34,B
33,71,B
97,23,B
28,50,C
57,67,B
88,79,A
94,57,A
49,76,B
13,57,C
29,12,C
40,46,B
65,90,A
43,70,B
95,90,A
28,51,C
26,58,B
74,21,B
83,92,A
96,27,B
65,14,C
24,13,C
48,24,C
72,65,B
53,87,A
19,48,C
54,55,B
94,45,B
29,97,B
27,19,C
49,68,B
89,53,A
90,50,A
58,41,B
78,67,A
94,80,A
60,57,B
28,22,C
25,82,B
96,76,A
40,93,B
51,87,B
55,35,B
12,28,C
34,38,C
85,45,B
24,47,C
49,10,C
16,19,C
35,11,C
34,93,B
35,90,B
46,55,B
66,59,B
18,93,B
73,23,B
27,79,B
40,71,B
29,95,B
19,32,C
68,22,B
71,23,B
16,59,C
35,71,B
48,80,B
47,68,B
74,16,B
26,51,C
10,78,B
99,26,B
70,97,A
27,43,C
43,94,B
66,38,B
45,82,B
50,11,C
58,18,C
49,15,C
89,80,A
92,43,B
83,93,A
78,68,A
97,88,A
64,39,B
60,20,B
35,21,C
90,20,B
13,94,B
39,100,B
17,36,C
26,17,C
43,26,C
60,61,B
88,57,A
89,97,A
45,92,B
94,14,B
24,20,C
46,34,B
49,55,B
97,14,B
54,16,C
92,75,A
37,32,C
38,79,B
15,69,B
26,60,B
17,40,C
66,70,B
64,60,B
13,27,C
78,94,A
13,98,B
92,61,A
36,66,B
35,47,B
38,59,B
59,90,A
19,58,C
38,71,B
42,77,B
65,91,A
93,99,A
57,78,B
61,57,B
58,98,A
14,89,B
63,36,B
78,22,B
61,64,B
76,42,B
99,15,B
41,35,C
45,84,B
60,17,C
62,14,C
68,73,A
67,29,B
12,80,B
40,46,B
77,50,B
62,24,B
35,66,B
92,94,A
69,99,A
95,53,A
17,31,C
82,55,B
66,89,A
80,81,A
73,24,B
67,66,B
25,52,C
96,92,A
50,35,B
12,52,C
49,31,B
66,16,B
97,100,A
73,44,B
19,35,C
21,61,B
53,66,B
19,32,C
55,94,A
97,44,A
53,11,C
91,64,A
38,65,B
82,93,A
12,36,C
56,40,B
33,49,B
77,92,A
35,11,C
92,70,A
52,95,A
19,84,B
75,23,B
24,25,C
15,32,C
27,43,C
82,91,A
55,30,B
53,24,C
72,30,B
55,56,B
50,57,B
79,73,A
90,89,A
24,20,C
99,12,B
11,67,C
41,48,B
86,77,A
40,69,B
31,87,B
35,18,C
19,35,C
75,92,A
65,28,B
97,89,A
95,56,A
88,52,A
63,48,B
65,17,B
15,73,B
34,12,C
45,56,B
48,71,B
30,12,C
43,84,B
81,35,B
21,90,B
17,85,B
11,19,C
55,94,A
60,87,A
70,64,B
27,13,C
55,47,B
53,33,B
95,99,A
77,16,B
14,35,C
93,12,B
30,20,C
61,46,B
49,68,B
10,51,C
22,100,B
59,22,B
19,28,C
79,64,A
40,41,B
42,66,B
53,72,B
62,22,B
51,95,A
13,13,C
52,54,B
19,69,B
24,79,B
63,14,C
51,33,B
68,92,A
50,25,C
49,70,B
29,74,B
28,85,B
100,38,B
10,55,C
13,37,C
49,89,B
42,86,B
44,79,B
94,80,A
73,81,A
35,91,B
19,11,C
21,81,B
53,10,C
40,17,C
19,59,C
52,40,B
21,22,C
51,86,B
39,84,B
35,84,B
50,36,B
14,76,B
100,97,A
89,75,A
62,81,A
27,44,C
98,36,B
27,33,C
18,55,C
33,99,B
98,31,B
79,69,A
71,74,A
72,80,A
72,20,B
67,53,B
39,57,B
72,26,B
94,80,A
71,10,B
99,12,B
98,84,A
21,43,C
11,34,C
44,28,C
42,98,A
88,34,B
48,13,C
14,67,B
54,28,B
86,41,B
47,55,B
83,83,A
37,34,C
20,45,C
49,80,B
18,44,C
32,31,C
48,79,B
61,52,B
47,75,B
84,65,A
27,47,C
27,78,B
44,52,B
59,74,B
68,89,A
33,37,C
20,10,C
31,21,C
54,96,A
77,27,B
76,81,A
35,60,B
42,59,B
10,90,B
99,77,A
56,71,B
80,19,B
43,80,B
31,91,B
61,52,B
12,45,C
67,94,A
43,32,C
57,25,B
89,87,A
74,78,A
90,13,B
27,89,B
43,65,B
30,89,B
98,41,B
10,76,B
56,23,C
61,49,B
78,10,B
73,48,B
50,41,B
57,35,B
74,76,A
57,80,B
36,74,B
99,86,A
13,54,C
99,16,B
46,27,C
81,75,A
13,78,B
69,84,A
87,12,B
57,85,A
81,84,A
14,24,C
12,63,C
68,51,B
89,47,B
46,21,C
56,36,B
78,25,B
61,82,A
90,82,A
45,86,B
94,29,B
37,27,C
73,19,B
43,74,B
46,63,B
37,20,C
87,39,B
53,84,B
44,76,B
24,53,C
98,88,A
74,67,A
60,74,B
80,10,B
15,63,C
50,41,B
79,99,A
98,62,A
69,89,A
29,65,B
84,88,A
21,21,C
19,98,B
37,13,C
67,22,B
32,64,B
64,61,B
11,39,C
24,66,B
45,21,C
90,11,B
80,68,A
17,52,C
54,81,B
58,61,B
55,35,B
70,66,B
77,40,B
62,52,B
17,11,C
36,82,B
98,24,B
54,46,B
97,100,A
21,50,C
89,39,B
93,72,A
84,70,A
79,37,B
66,28,B
54,78,B
40,20,C
59,34,B
65,41,B
57,100,A
35,18,C
38,43,B
87,72,A
56,71,B
22,26,C
71,83,A
88,87,A
22,70,B
36,69,B
98,27,B
91,28,B
36,88,B
41,97,B
97,73,A
34,51,B
93,12,B
50,100,A
23,99,B
13,85,B
45,59,B
49,59,B
83,53,B
56,21,C
68,14,B
50,22,C
23,74,B
66,46,B
30,71,B
36,91,B
42,99,A
58,50,B
23,42,C
83,79,A
24,47,C
51,72,B
61,45,B
73,39,B
24,53,C
85,55,A
61,45,B
80,97,A
77,44,B
31,40,C
76,99,A
38,13,C
74,93,A
19,88,B
34,76,B
63,14,C
11,18,C
84,40,B
28,96,B
63,14,C
92,57,A
24,20,C
16,18,C
84,72,A
65,26,B
53,10,C
29,62,B
75,38,B
43,98,A
79,86,A
18,86,B
94,94,A
60,14,C
87,49,B
77,43,B
40,25,C
67,63,B
59,55,B
74,49,B
71,91,A
17,30,C
41,33,C
80,65,A
39,81,B
12,60,C
76,85,A
45,94,B
24,42,C
86,16,B
98,25,B
60,15,C
91,70,A
60,95,A
75,60,B
39,96,B
60,72,B
18,77,B
70,66,B
54,97,A
47,49,B
26,40,C
73,57,B
61,30,B
25,30,C
56,92,A
34,18,C
59,52,B
86,79,A
38,94,B
72,14,B
48,29,C
68,28,B
10,95,B
18,59,C
67,19,B
76,27,B
11,88,B
47,21,C
17,48,C
76,45,B
25,17,C
66,16,B
12,21,C
99,66,A
44,18,C
98,57,A
26,41,C
88,95,A
55,83,B
86,57,A
15,19,C
43,57,B
82,72,A
47,87,B
80,67,A
89,99,A
89,78,A
57,47,B
36,99,B
44,88,B
19,80,B
42,47,B
14,73,B
74,82,A
65,94,A
74,92,A
55,85,A
19,56,C
10,92,B
61,68,B
61,66,B
82,72,A
100,91,A
56,59,B
44,18,C
46,85,B
95,100,A
93,34,B
19,62,B
35,72,B
24,76,B
65,64,B
95,13,B
20,25,C
81,36,B
98,73,A
74,48,B
27,97,B
93,94,A
62,22,B
17,57,C
90,52,A
26,51,C
33,91,B
84,58,A
99,77,A
22,86,B
26,45,C
55,40,B
94,51,A
30,97,B
69,58,B
60,73,B
58,28,B
100,81,A
41,54,B
71,51,B
39,30,C
20,17,C
58,90,A
82,37,B
46,29,C
48,52,B
95,83,A
27,68,B
52,21,C
83,47,B
24,14,C
57,77,B
95,95,A
92,57,A
58,37,B
61,52,B
24,35,C
96,47,A
74,51,B
40,54,B
75,16,B
56,29,B
60,56,B
19,22,C
28,54,B
100,60,A
60,30,B
85,24,B
17,79,B
15,39,C
13,65,C
41,54,B
57,30,B
64,30,B
91,19,B
58,66,B
52,28,B
55,46,B
94,63,A
13,54,C
71,24,B
14,83,B
59,58,B
98,87,A
61,23,B
74,88,A
87,24,B
19,20,C
72,58,B
25,34,C
29,74,B
22,23,C
96,91,A
15,29,C
57,81,B
54,27,B
89,18,B
12,25,C
11,15,C
77,39,B
49,20,C
19,67,B
58,60,B
68,95,A
60,19,C
78,50,B
51,83,B
96,12,B
22,21,C
14,61,C
32,42,C
42,25,C
53,85,B
81,71,A
67,30,B
84,87,A
52,52,B
78,41,B
48,71,B
91,34,B
95,47,A
37,65,B
80,38,B
58,74,B
22,69,B
53,73,B
35,70,B
60,59,B
15,41,C
35,15,C
57,48,B
29,34,C
28,99,B
35,99,B
63,68,B
43,46,B
20,72,B
39,64,B
98,49,A
52,82,B
75,47,B
15,82,B
57,44,B
43,10,C
85,77,A
46,56,B
43,88,B
16,96,B
37,54,B
60,31,B
30,41,C
77,94,A
35,23,C
64,66,B
69,29,B
66,60,B
27,22,C
73,58,B
84,98,A
32,66,B
25,41,C
21,43,C
30,42,C
27,48,C
70,78,A
30,24,C
49,36,B
25,75,B
29,35,C
65,24,B
23,22,C
99,96,A
76,13,B
78,90,A
20,28,C
23,60,B
48,86,B
71,46,B
83,36,B
98,81,A
52,87,B
38,84,B
65,11,C
75,31,B
58,16,C
65,76,A
64,74,B
47,99,A
67,56,B
90,31,B
37,53,B
79,59,B
73,13,B
40,62,B
27,24,C
27,57,B
14,91,B
85,52,B
80,18,B
23,75,B
43,51,B
27,22,C
29,69,B
94,66,A
34,84,B
75,69,A
42,77,B
78,24,B
17,43,C
93,28,B
95,92,A
46,45,B
97,32,B
13,67,B
61,32,B
32,44,C
91,57,A
32,21,C
58,64,B
88,62,A
64,26,B
60,12,C
34,41,C
47,42,B
15,47,C
36,35,C
71,71,A
94,27,B
57,12,C
69,70,B
23,80,B
76,91,A
48,32,B
100,66,A
83,50,B
22,42,C
94,22,B
70,64,B
40,54,B
10,25,C
77,96,A
40,60,B
88,35,B
84,19,B
54,18,C
37,98,B
91,32,B
67,60,B
89,61,A
37,41,C
20,97,B
96,89,A
85,61,A
11,28,C
81,36,B
45,11,C
90,27,B
49,40,B
69,22,B
29,95,B
35,80,B
64,80,A
40,69,B
92,37,B
57,64,B
37,24,C
36,58,B
12,65,C
88,11,B
55,51,B
100,74,A
21,65,B
29,29,C
100,98,A
73,16,B
68,87,A
43,97,A
13,12,C
79,82,A
74,95,A
40,13,C
93,40,B
38,28,C
66,81,A
88,31,B
64,50,B
95,77,A
20,70,B
37,14,C
14,55,C
34,90,B
47,35,B
87,38,B
31,94,B
50,63,B
44,82,B
31,52,B
61,73,B
91,65,A
52,29,B
55,24,C
47,71,B
36,53,B
22,28,C
75,68,A
76,84,A
40,97,B
24,72,B
73,90,A
45,23,C
19,22,C
91,49,A
31,53,B
59,68,B
97,14,B
35,58,B
78,100,A
68,37,B
86,42,B
55,83,B
36,99,B
55,83,B
31,55,B
66,76,A
22,60,B
27,51,C
97,80,A
64,56,B
20,62,B
80,10,B
64,37,B
95,21,B
17,57,C
99,14,B
75,10,B
23,82,B
15,96,B
24,46,C
48,23,C
39,74,B
67,21,B
50,74,B
19,44,C
39,38,C
20,53,C
33,35,C
69,50,B
50,31,B
15,94,B
70,13,B
42,42,B
61,90,A
17,88,B
80,89,A
78,62,A
99,58,A
26,32,C
98,34,B
51,29,B
54,66,B
96,34,B
42,37,C
100,83,A
38,53,B
79,77,A
77,89,A
90,46,B
78,21,B
61,64,B
97,18,B
39,11,C
76,37,B
87,24,B
49,47,B
99,47,A
78,70,A
63,55,B
54,67,B
19,34,C
86,21,B
94,68,A
93,78,A
79,82,A
24,29,C
84,30,B
15,44,C
40,46,B
68,47,B
19,30,C
57,21,C
70,24,B
17,30,C
88,17,B
69,68,B
67,74,A
88,65,A
53,38,B
92,13,B
90,13,B
47,88,B
16,10,C
90,35,B
31,86,B
25,19,C
82,97,A
15,100,B
45,57,B
54,83,B
18,53,C
43,46,B
84,29,B
80,16,B
42,52,B
20,94,B
12,13,C
56,28,B
13,91,B
24,69,B
29,59,B
90,18,B
81,97,A
66,67,B
93,25,B
67,83,A
24,96,B
90,92,A
78,100,A
44,83,B
61,69,B
25,17,C
89,87,A
12,98,B
73,73,A
48,79,B
15,19,C
100,13,B
59,36,B
47,50,B
75,100,A
13,42,C
74,44,B
70,26,B
99,54,A
22,49,C
89,15,B
67,22,B
57,88,A
29,61,B
62,10,C
20,25,C
70,56,B
44,72,B
55,95,A
56,92,A
88,25,B
82,40,B
66,29,B
93,71,A
39,95,B
92,55,A
23,13,C
34,27,C
78,48,B
97,92,A
96,61,A
46,97,A
47,72,B
71,95,A
86,10,B
67,98,A
56,58,B
26,72,B
83,24,B
64,97,A
92,29,B
39,30,C
57,60,B
51,85,B
76,31,B
37,32,C
30,86,B
40,40,B
57,65,B
17,82,B
86,45,B
100,13,B
44,23,C
44,43,B
36,59,B
68,28,B
74,63,B
56,25,B
36,88,B
56,30,B
74,61,B
24,84,B
26,70,B
24,16,C
44,36,B
78,45,B
34,48,B
88,68,A
28,20,C
72,17,B
58,99,A
79,41,B
98,58,A
13,95,B
12,50,C
82,46,B
31,33,C
17,72,B
16,19,C
48,16,C
51,20,C
51,53,B
25,37,C
94,22,B
75,72,A
25,50,C
93,42,B
46,60,B
60,29,B
31,58,B
51,54,B
63,70,B
72,86,A
28,36,C
13,96,B
24,24,C
82,96,A
68,41,B
12,62,C
84,98,A
59,90,A
48,11,C
56,14,C
42,17,C
60,22,B
38,19,C
56,62,B
13,64,C
78,66,A
70,39,B
36,18,C
11,76,B
58,35,B
35,77,B
60,11,C
92,95,A
47,91,B
43,70,B
25,91,B
71,71,A
47,44,B
30,30,C
82,17,B
69,88,A
45,27,C
52,13,C
54,89,A
81,87,A
63,41,B
26,89,B
53,80,B
98,42,A
93,58,A
70,23,B
36,98,B
61,54,B
65,21,B
51,65,B
49,84,B
36,55,B
96,51,A
17,14,C
11,17,C
46,87,B
70,25,B
68,83,A
53,16,C
53,95,A
13,41,C
15,100,B
37,61,B
29,65,B
31,31,C
30,49,C
22,69,B
50,60,B
89,27,B
43,31,C
39,33,C
99,90,A
74,52,B
86,24,B
10,95,B
17,26,C
28,31,C
43,27,C
22,84,B
97,30,B
74,48,B
35,91,B
54,48,B
80,40,B
100,100,A
93,15,B
41,81,B
65,35,B
89,55,A
66,66,B
69,61,B
64,79,A
93,15,B
72,10,B
87,34,B
94,95,A
58,57,B
96,58,A
30,57,B
71,64,B
32,83,B
78,58,B
56,81,B
48,47,B
77,82,A
71,30,B
54,34,B
13,27,C
77,88,A
42,57,B
61,63,B
95,49,A
61,46,B
69,14,B
31,62,B
56,10,C
64,17,B
24,53,C
81,17,B
27,15,C
43,15,C
75,97,A
86,26,B
21,65,B
48,96,A
45,48,B
92,39,B
61,31,B
93,23,B
26,49,C
94,10,B
78,53,B
20,96,B
86,77,A
81,50,B
36,72,B
34,100,B
42,96,B
65,27,B
54,58,B
24,72,B
62,16,C
74,81,A
31,13,C
38,34,C
87,66,A
73,68,A
42,76,B
35,45,B
73,36,B
47,77,B
45,34,C
97,42,B
83,61,A
70,77,A
76,61,B
90,14,B
67,79,A
27,25,C
80,34,B
48,52,B
61,36,B
23,90,B
22,79,B
44,90,B
24,48,C
91,96,A
56,15,C
68,26,B
56,65,B
44,97,A
88,18,B
48,23,C
29,74,B
95,25,B
72,67,B
99,100,A
20,26,C
71,38,B
50,84,B
17,81,B
19,41,C
14,94,B
17,75,B
92,67,A
71,89,A
80,59,B
49,81,B
72,47,B
29,24,C
77,47,B
44,63,B
95,76,A
12,85,B
35,26,C
21,23,C
24,38,C
72,76,A
60,74,B
10,17,C
82,92,A
39,90,B
63,46,B
64,49,B
96,26,B
98,70,A
75,98,A
20,21,C
58,61,B
98,88,A
100,31,B
95,52,A
56,69,B
55,42,B
73,74,A
18,21,C
93,36,B
77,95,A
36,59,B
46,67,B
38,59,B
84,85,A
62,87,A
65,81,A
82,59,A
11,59,C
51,93,A
71,92,A
41,30,C
82,100,A
16,93,B
41,30,C
33,95,B
95,66,A
